id,region,date,rainfall_mm,temperature_c,humidity
4662,Darjeeling,2025-09-03,10.44,11.6,39.2
4663,Munnar,2025-09-03,334.89,30.9,49.2
4664,Kedarnath,2025-09-03,86.11,23.8,49.7
4665,Kargil,2025-09-03,70.08,16.9,82.6
4666,Mussoorie,2025-09-03,269.61,17.7,79.1
4667,Tawang,2025-09-03,90.65,24.3,93.3
4668,Cherrapunji,2025-09-03,35.24,6.8,58.3
4669,Pithoragarh,2025-09-03,228.4,12.4,51.3
4670,Srinagar,2025-09-03,127.85,9.8,36.4
4671,Aizawl,2025-09-03,245.52,29.8,64.6
4672,Pauri,2025-09-03,280.48,25.0,80.7
4673,Joshimath,2025-09-03,274.56,31.3,64.7
4674,Itanagar,2025-09-03,246.75,25.2,70.0
4675,Shimla,2025-09-04,17.4,14.1,96.7
4676,Manali,2025-09-04,75.68,24.3,67.8
4677,Dehradun,2025-09-04,39.9,22.9,40.6
4678,Nainital,2025-09-04,320.03,27.9,92.4
4679,Leh,2025-09-04,313.54,18.7,55.7
4680,Gangtok,2025-09-04,270.69,27.5,85.8
4681,Darjeeling,2025-09-04,304.92,8.8,63.8
4682,Munnar,2025-09-04,274.25,10.2,76.1
4683,Kedarnath,2025-09-04,302.72,29.1,41.8
4684,Kargil,2025-09-04,120.77,5.7,58.6
4685,Mussoorie,2025-09-04,230.3,28.7,83.3
4686,Tawang,2025-09-04,337.66,7.6,69.5
4687,Cherrapunji,2025-09-04,170.52,29.8,86.2
4688,Pithoragarh,2025-09-04,235.74,25.5,79.0
4689,Srinagar,2025-09-04,50.19,21.1,58.9
4690,Aizawl,2025-09-04,250.4,6.7,43.3
4691,Pauri,2025-09-04,10.55,5.6,88.6
4692,Joshimath,2025-09-04,38.29,24.7,83.7
4693,Itanagar,2025-09-04,62.13,14.2,64.5
4694,Shimla,2025-09-05,82.49,9.0,49.3
4695,Manali,2025-09-05,214.49,20.4,47.1
4696,Dehradun,2025-09-05,299.9,20.4,88.3
4697,Nainital,2025-09-05,19.03,23.4,38.0
4698,Leh,2025-09-05,77.32,14.5,86.4
4699,Gangtok,2025-09-05,325.98,20.5,89.9
4700,Darjeeling,2025-09-05,264.65,26.5,68.5
4701,Munnar,2025-09-05,200.29,25.1,37.1
4702,Kedarnath,2025-09-05,160.35,8.5,44.8
4703,Kargil,2025-09-05,64.92,19.3,94.7
4704,Mussoorie,2025-09-05,243.69,12.8,59.2
4705,Tawang,2025-09-05,346.65,21.5,45.1
4706,Cherrapunji,2025-09-05,336.09,29.8,69.3
4707,Pithoragarh,2025-09-05,147.77,28.5,94.4
4708,Srinagar,2025-09-05,103.33,20.0,74.3
4709,Aizawl,2025-09-05,30.62,14.3,60.8
4710,Pauri,2025-09-05,82.5,7.9,58.8
4711,Joshimath,2025-09-05,263.33,30.7,44.0
4712,Itanagar,2025-09-05,169.45,18.4,68.8
4713,Shimla,2025-09-06,186.08,11.6,53.5
4714,Manali,2025-09-06,231.1,24.0,88.1
4715,Dehradun,2025-09-06,5.08,8.7,66.9
4716,Nainital,2025-09-06,225.86,22.8,39.9
4717,Leh,2025-09-06,196.29,18.7,64.9
4718,Gangtok,2025-09-06,73.36,24.2,36.4
4719,Darjeeling,2025-09-06,195.83,24.1,97.4
4720,Munnar,2025-09-06,58.33,28.9,81.9
4721,Kedarnath,2025-09-06,331.79,9.5,75.7
4722,Kargil,2025-09-06,315.5,7.1,70.7
4723,Mussoorie,2025-09-06,179.01,16.6,95.8
4724,Tawang,2025-09-06,155.76,22.3,57.6
4725,Cherrapunji,2025-09-06,88.87,9.5,40.7
4726,Pithoragarh,2025-09-06,167.02,17.8,50.8
4727,Srinagar,2025-09-06,191.27,5.9,35.1
4728,Aizawl,2025-09-06,12.51,25.2,42.5
4729,Pauri,2025-09-06,345.9,14.1,59.7
4730,Joshimath,2025-09-06,210.93,16.3,63.7
4731,Itanagar,2025-09-06,91.41,13.0,91.6
4732,Shimla,2025-09-07,314.62,17.3,48.2
4733,Manali,2025-09-07,99.53,16.0,70.1
4734,Dehradun,2025-09-07,314.95,6.2,82.7
4735,Nainital,2025-09-07,181.79,24.2,40.6
4736,Leh,2025-09-07,191.64,20.2,40.3
4737,Gangtok,2025-09-07,266.51,30.2,91.3
4738,Darjeeling,2025-09-07,201.0,30.4,38.3
4739,Munnar,2025-09-07,34.47,14.2,86.4
4740,Kedarnath,2025-09-07,220.94,9.4,39.2
4741,Kargil,2025-09-07,114.23,9.1,64.3
4742,Mussoorie,2025-09-07,283.42,16.2,43.1
4743,Tawang,2025-09-07,288.24,6.4,89.4
4744,Cherrapunji,2025-09-07,326.7,5.7,62.3
4745,Pithoragarh,2025-09-07,115.84,15.2,75.5
4746,Srinagar,2025-09-07,176.28,19.0,72.3
4747,Aizawl,2025-09-07,179.94,27.4,92.3
4748,Pauri,2025-09-07,55.85,12.4,52.7
4749,Joshimath,2025-09-07,14.42,28.9,94.6
4750,Itanagar,2025-09-07,207.03,31.7,52.3
4751,Shimla,2025-09-08,252.64,17.7,54.5
4752,Manali,2025-09-08,347.14,6.4,39.2
4753,Dehradun,2025-09-08,189.51,13.9,62.5
4754,Nainital,2025-09-08,31.62,20.6,86.4
4755,Leh,2025-09-08,148.08,10.0,49.6
4756,Gangtok,2025-09-08,322.12,15.0,35.4
4757,Darjeeling,2025-09-08,288.5,31.5,85.2
4758,Munnar,2025-09-08,33.62,24.1,54.3
4759,Kedarnath,2025-09-08,40.65,13.8,97.5
4760,Kargil,2025-09-08,173.21,30.5,71.9
4761,Mussoorie,2025-09-08,250.82,8.0,79.4
4762,Tawang,2025-09-08,194.36,5.3,85.9
4763,Cherrapunji,2025-09-08,36.95,12.7,41.6
4764,Pithoragarh,2025-09-08,270.6,30.6,43.9
4765,Srinagar,2025-09-08,79.99,13.7,71.5
4766,Aizawl,2025-09-08,77.08,30.1,75.5
4767,Pauri,2025-09-08,250.19,21.5,64.2
4768,Joshimath,2025-09-08,239.85,8.0,79.7
4769,Itanagar,2025-09-08,182.06,18.3,68.7
4770,Shimla,2025-09-09,308.24,18.9,55.3
4771,Manali,2025-09-09,302.46,20.8,43.4
4772,Dehradun,2025-09-09,145.18,8.1,76.7
4773,Nainital,2025-09-09,54.31,12.7,97.4
4774,Leh,2025-09-09,319.28,19.7,72.9
4775,Gangtok,2025-09-09,230.04,17.4,93.7
4776,Darjeeling,2025-09-09,199.15,20.3,48.4
4777,Munnar,2025-09-09,68.72,26.8,74.4
4778,Kedarnath,2025-09-09,231.46,12.8,69.2
4779,Kargil,2025-09-09,123.88,16.8,73.5
4780,Mussoorie,2025-09-09,204.44,23.5,71.7
4781,Tawang,2025-09-09,151.11,5.7,72.3
4782,Cherrapunji,2025-09-09,154.81,19.9,94.9
4783,Pithoragarh,2025-09-09,46.81,9.8,40.0
4784,Srinagar,2025-09-09,13.01,26.1,38.1
4785,Aizawl,2025-09-09,46.05,27.3,48.0
4786,Pauri,2025-09-09,194.96,31.4,89.9
4787,Joshimath,2025-09-09,100.12,30.9,91.9
4788,Itanagar,2025-09-09,184.93,30.1,48.5
4789,Shimla,2025-09-10,104.94,14.5,65.7
4790,Manali,2025-09-10,114.52,29.5,53.1
4791,Dehradun,2025-09-10,51.57,5.9,61.8
4792,Nainital,2025-09-10,32.55,13.1,89.4
4793,Leh,2025-09-10,287.94,31.2,91.5
4794,Gangtok,2025-09-10,216.72,12.1,41.7
4795,Darjeeling,2025-09-10,9.39,7.8,95.1
4796,Munnar,2025-09-10,26.75,12.7,56.4
4797,Kedarnath,2025-09-10,139.87,17.4,47.5
4798,Kargil,2025-09-10,204.47,26.8,85.3
4799,Mussoorie,2025-09-10,286.56,8.2,35.6
4800,Tawang,2025-09-10,235.44,9.2,77.0
4801,Cherrapunji,2025-09-10,125.84,21.9,91.5
4802,Pithoragarh,2025-09-10,170.96,8.3,76.6
4803,Srinagar,2025-09-10,83.08,9.1,47.8
4804,Aizawl,2025-09-10,195.72,17.8,63.4
4805,Pauri,2025-09-10,106.02,9.7,93.6
4806,Joshimath,2025-09-10,53.63,29.4,70.6
4807,Itanagar,2025-09-10,61.25,29.0,90.4
4808,Shimla,2025-09-11,293.04,19.3,80.5
4809,Manali,2025-09-11,262.94,12.8,90.0
4810,Dehradun,2025-09-11,62.97,26.5,45.9
4811,Nainital,2025-09-11,69.9,20.1,53.8
4812,Leh,2025-09-11,83.24,31.9,36.1
4813,Gangtok,2025-09-11,127.34,24.6,68.2
4814,Darjeeling,2025-09-11,67.06,8.8,68.8
4815,Munnar,2025-09-11,49.14,18.4,67.5
4816,Kedarnath,2025-09-11,301.33,12.2,43.2
4817,Kargil,2025-09-11,137.33,18.7,97.9
4818,Mussoorie,2025-09-11,167.06,15.4,84.7
4819,Tawang,2025-09-11,36.0,20.9,44.6
4820,Cherrapunji,2025-09-11,161.94,19.5,85.8
4821,Pithoragarh,2025-09-11,342.53,5.6,87.0
4822,Srinagar,2025-09-11,120.81,26.5,73.6
4823,Aizawl,2025-09-11,104.83,30.5,75.8
4824,Pauri,2025-09-11,174.11,30.6,43.1
4825,Joshimath,2025-09-11,250.78,14.1,36.4
4826,Itanagar,2025-09-11,300.35,25.9,76.7
4827,Shimla,2025-09-12,73.82,12.5,46.4
4828,Manali,2025-09-12,144.72,8.9,69.7
4829,Dehradun,2025-09-12,5.25,13.1,45.7
4830,Nainital,2025-09-12,253.32,23.0,85.6
4831,Leh,2025-09-12,172.17,9.4,72.7
4832,Gangtok,2025-09-12,292.46,26.2,39.8
4833,Darjeeling,2025-09-12,89.79,17.4,69.8
4834,Munnar,2025-09-12,60.1,5.6,80.4
4835,Kedarnath,2025-09-12,11.79,17.7,69.6
4836,Kargil,2025-09-12,145.84,15.6,65.6
4837,Mussoorie,2025-09-12,181.22,9.0,68.6
4838,Tawang,2025-09-12,303.86,21.4,54.6
4839,Cherrapunji,2025-09-12,142.82,5.7,76.5
4840,Pithoragarh,2025-09-12,22.94,30.2,52.9
4841,Srinagar,2025-09-12,121.76,14.8,78.3
4842,Aizawl,2025-09-12,286.81,25.9,37.4
4843,Pauri,2025-09-12,183.66,25.7,61.6
4844,Joshimath,2025-09-12,270.05,28.3,75.8
4845,Itanagar,2025-09-12,43.21,11.7,89.1
4846,Shimla,2025-09-13,55.72,28.8,90.0
4847,Manali,2025-09-13,169.99,26.9,71.3
4848,Dehradun,2025-09-13,36.2,19.8,92.0
4849,Nainital,2025-09-13,60.18,12.9,40.0
4850,Leh,2025-09-13,151.68,28.7,76.1
4851,Gangtok,2025-09-13,32.93,17.6,76.9
4852,Darjeeling,2025-09-13,79.63,18.9,42.9
4853,Munnar,2025-09-13,130.85,18.5,88.8
4854,Kedarnath,2025-09-13,70.19,14.8,60.8
4855,Kargil,2025-09-13,31.29,26.8,51.4
4856,Mussoorie,2025-09-13,326.1,21.0,97.0
4857,Tawang,2025-09-13,184.3,17.7,97.9
4858,Cherrapunji,2025-09-13,221.65,30.9,37.5
4859,Pithoragarh,2025-09-13,281.32,15.2,35.7
4860,Srinagar,2025-09-13,17.21,22.5,77.3
4861,Aizawl,2025-09-13,313.8,14.2,85.9
4862,Pauri,2025-09-13,200.04,28.3,75.1
4863,Joshimath,2025-09-13,306.47,29.7,70.2
4864,Itanagar,2025-09-13,121.25,30.0,70.1
4865,Shimla,2025-09-14,102.0,16.3,95.9
4866,Manali,2025-09-14,211.99,22.8,82.8
4867,Dehradun,2025-09-14,259.41,27.3,50.7
4868,Nainital,2025-09-14,291.32,19.9,76.2
4869,Leh,2025-09-14,104.66,5.3,82.3
4870,Gangtok,2025-09-14,179.71,9.8,73.9
4871,Darjeeling,2025-09-14,213.85,8.5,63.8
4872,Munnar,2025-09-14,239.68,25.5,77.0
4873,Kedarnath,2025-09-14,22.22,17.3,39.6
4874,Kargil,2025-09-14,15.71,11.9,65.8
4875,Mussoorie,2025-09-14,29.26,15.6,41.0
4876,Tawang,2025-09-14,269.69,5.7,91.9
4877,Cherrapunji,2025-09-14,265.85,18.5,36.1
4878,Pithoragarh,2025-09-14,75.12,22.3,51.8
4879,Srinagar,2025-09-14,321.13,15.5,95.7
4880,Aizawl,2025-09-14,10.1,24.5,86.5
4881,Pauri,2025-09-14,318.49,7.2,54.8
4882,Joshimath,2025-09-14,250.63,12.1,61.3
4883,Itanagar,2025-09-14,255.24,11.5,93.1
4884,Shimla,2025-09-15,218.79,9.9,49.5
4885,Manali,2025-09-15,128.51,18.2,66.0
4886,Dehradun,2025-09-15,249.27,22.1,83.1
4887,Nainital,2025-09-15,205.17,26.3,85.5
4888,Leh,2025-09-15,294.52,26.9,64.9
4889,Gangtok,2025-09-15,114.78,22.7,91.7
4890,Darjeeling,2025-09-15,248.73,16.4,43.1
4891,Munnar,2025-09-15,197.37,11.3,55.9
4892,Kedarnath,2025-09-15,239.91,13.5,74.4
4893,Kargil,2025-09-15,160.26,17.4,78.7
4894,Mussoorie,2025-09-15,28.08,29.4,48.8
4895,Tawang,2025-09-15,139.17,10.5,69.4
4896,Cherrapunji,2025-09-15,328.52,6.5,52.8
4897,Pithoragarh,2025-09-15,290.13,26.7,50.8
4898,Srinagar,2025-09-15,323.11,27.1,86.8
4899,Aizawl,2025-09-15,294.03,14.6,46.5
4900,Pauri,2025-09-15,322.87,17.0,60.0
4901,Joshimath,2025-09-15,281.75,27.3,48.9
4902,Itanagar,2025-09-15,38.66,17.5,45.5
4903,Shimla,2025-09-16,6.54,17.1,41.0
4904,Manali,2025-09-16,9.18,7.4,71.4
4905,Dehradun,2025-09-16,138.04,12.3,68.7
4906,Nainital,2025-09-16,150.25,22.6,54.1
4907,Leh,2025-09-16,132.91,12.3,94.5
4908,Gangtok,2025-09-16,293.25,14.9,76.2
4909,Darjeeling,2025-09-16,261.05,9.7,48.2
4910,Munnar,2025-09-16,243.3,26.5,57.5
4911,Kedarnath,2025-09-16,69.09,10.1,36.2
4912,Kargil,2025-09-16,189.78,10.7,72.3
4913,Mussoorie,2025-09-16,24.39,30.8,81.1
4914,Tawang,2025-09-16,221.01,22.2,57.7
4915,Cherrapunji,2025-09-16,77.86,12.6,83.3
4916,Pithoragarh,2025-09-16,79.04,18.0,37.0
4917,Srinagar,2025-09-16,323.69,15.8,80.6
4918,Aizawl,2025-09-16,129.46,31.5,72.6
4919,Pauri,2025-09-16,22.05,6.4,77.0
4920,Joshimath,2025-09-16,296.98,7.4,61.9
4921,Itanagar,2025-09-16,254.36,26.5,70.8
4922,Shimla,2025-09-17,201.23,22.2,84.4
4923,Manali,2025-09-17,132.27,18.2,79.4
4924,Dehradun,2025-09-17,15.25,8.3,37.5
4925,Nainital,2025-09-17,143.93,30.0,39.2
4926,Leh,2025-09-17,230.23,9.0,58.2
4927,Gangtok,2025-09-17,281.11,18.9,78.1
4928,Darjeeling,2025-09-17,164.42,23.1,40.6
4929,Munnar,2025-09-17,86.88,11.4,76.8
4930,Kedarnath,2025-09-17,188.35,12.9,94.0
4931,Kargil,2025-09-17,221.86,18.9,49.6
4932,Mussoorie,2025-09-17,306.31,10.6,73.1
4933,Tawang,2025-09-17,15.58,16.4,48.8
4934,Cherrapunji,2025-09-17,340.1,28.8,74.5
4935,Pithoragarh,2025-09-17,141.18,26.3,96.4
4936,Srinagar,2025-09-17,289.69,31.0,42.6
4937,Aizawl,2025-09-17,178.7,23.1,93.9
4938,Pauri,2025-09-17,157.05,13.0,97.6
4939,Joshimath,2025-09-17,172.47,22.7,39.9
4940,Itanagar,2025-09-17,306.39,30.0,37.1
4941,Shimla,2025-09-18,179.93,9.3,75.6
4942,Manali,2025-09-18,206.31,6.8,45.5
4943,Dehradun,2025-09-18,284.69,18.7,72.4
4944,Nainital,2025-09-18,180.57,9.6,90.3
4945,Leh,2025-09-18,123.5,10.5,42.2
4946,Gangtok,2025-09-18,310.6,23.1,37.2
4947,Darjeeling,2025-09-18,260.47,17.9,60.8
4948,Munnar,2025-09-18,248.6,13.0,58.6
4949,Kedarnath,2025-09-18,128.65,28.9,43.5
4950,Kargil,2025-09-18,201.64,17.5,42.8
4951,Mussoorie,2025-09-18,260.58,6.9,90.3
4952,Tawang,2025-09-18,95.91,30.4,64.6
4953,Cherrapunji,2025-09-18,105.98,12.5,38.7
4954,Pithoragarh,2025-09-18,190.61,6.9,84.0
4955,Srinagar,2025-09-18,254.37,18.2,55.2
4956,Aizawl,2025-09-18,154.48,9.1,47.0
4957,Pauri,2025-09-18,340.9,31.3,93.5
4958,Joshimath,2025-09-18,206.86,13.5,45.3
4959,Itanagar,2025-09-18,207.25,21.0,45.1
4960,Shimla,2025-09-19,134.9,20.8,46.5
4961,Manali,2025-09-19,326.03,6.4,57.9
4962,Dehradun,2025-09-19,252.05,19.3,72.6
4963,Nainital,2025-09-19,110.63,12.3,55.4
4964,Leh,2025-09-19,345.92,16.5,81.7
4965,Gangtok,2025-09-19,57.23,26.0,35.5
4966,Darjeeling,2025-09-19,57.66,10.0,78.4
4967,Munnar,2025-09-19,167.27,5.3,74.4
4968,Kedarnath,2025-09-19,196.04,11.4,80.6
4969,Kargil,2025-09-19,218.71,21.8,45.3
4970,Mussoorie,2025-09-19,87.12,31.4,58.2
4971,Tawang,2025-09-19,190.82,21.3,89.7
4972,Cherrapunji,2025-09-19,29.97,27.0,89.3
4973,Pithoragarh,2025-09-19,291.74,16.0,39.1
4974,Srinagar,2025-09-19,321.28,21.9,77.6
4975,Aizawl,2025-09-19,173.35,10.5,83.5
4976,Pauri,2025-09-19,295.39,16.8,72.8
4977,Joshimath,2025-09-19,222.55,20.1,87.6
4978,Itanagar,2025-09-19,335.51,21.7,83.2
4979,Shimla,2025-09-20,264.01,25.9,53.1
4980,Manali,2025-09-20,246.31,25.1,51.2
4981,Dehradun,2025-09-20,201.01,28.6,57.5
4982,Nainital,2025-09-20,242.78,18.2,75.5
4983,Leh,2025-09-20,152.99,18.8,53.0
4984,Gangtok,2025-09-20,122.56,26.2,62.1
4985,Darjeeling,2025-09-20,347.43,11.5,88.9
4986,Munnar,2025-09-20,85.75,24.2,96.8
4987,Kedarnath,2025-09-20,309.13,28.7,59.5
4988,Kargil,2025-09-20,169.18,30.5,93.9
4989,Mussoorie,2025-09-20,269.35,10.1,48.8
4990,Tawang,2025-09-20,302.32,9.1,58.3
4991,Cherrapunji,2025-09-20,297.21,22.1,49.0
4992,Pithoragarh,2025-09-20,37.14,29.0,71.5
4993,Srinagar,2025-09-20,232.26,9.0,78.5
4994,Aizawl,2025-09-20,88.03,18.7,35.2
4995,Pauri,2025-09-20,178.11,18.1,67.7
4996,Joshimath,2025-09-20,185.25,20.6,47.4
4997,Itanagar,2025-09-20,169.55,15.4,45.2
4998,Shimla,2025-09-21,31.78,11.4,51.4
4999,Manali,2025-09-21,166.29,24.0,57.8
5000,Dehradun,2025-09-21,266.55,29.7,87.9
5001,Nainital,2025-09-21,95.07,29.2,89.4
5002,Leh,2025-09-21,335.15,15.6,57.0
5003,Gangtok,2025-09-21,295.3,17.1,78.6
5004,Darjeeling,2025-09-21,208.2,11.7,76.8
5005,Munnar,2025-09-21,170.4,16.6,59.7
5006,Kedarnath,2025-09-21,166.0,12.7,63.1
5007,Kargil,2025-09-21,32.82,24.3,88.3
5008,Mussoorie,2025-09-21,202.12,30.0,55.9
5009,Tawang,2025-09-21,36.2,26.5,91.8
5010,Cherrapunji,2025-09-21,298.7,12.6,72.3
5011,Pithoragarh,2025-09-21,342.46,12.2,69.4
5012,Srinagar,2025-09-21,257.4,23.1,38.2
5013,Aizawl,2025-09-21,36.12,19.1,43.4
5014,Pauri,2025-09-21,87.25,25.4,65.3
5015,Joshimath,2025-09-21,127.95,14.2,77.3
5016,Itanagar,2025-09-21,222.24,31.6,73.4
5017,Shimla,2025-09-22,88.43,29.6,88.8
5018,Manali,2025-09-22,170.52,12.7,67.9
5019,Dehradun,2025-09-22,23.92,18.3,48.4
5020,Nainital,2025-09-22,160.82,28.1,35.5
5021,Leh,2025-09-22,214.05,27.8,81.8
5022,Gangtok,2025-09-22,144.38,26.2,48.4
5023,Darjeeling,2025-09-22,329.34,17.5,44.4
5024,Munnar,2025-09-22,204.81,27.4,87.8
5025,Kedarnath,2025-09-22,176.33,30.4,91.3
5026,Kargil,2025-09-22,159.23,20.6,53.3
5027,Mussoorie,2025-09-22,318.32,30.3,49.4
5028,Tawang,2025-09-22,260.24,7.1,57.4
5029,Cherrapunji,2025-09-22,46.94,29.7,89.4
5030,Pithoragarh,2025-09-22,311.17,26.9,73.5
5031,Srinagar,2025-09-22,296.45,16.2,57.4
5032,Aizawl,2025-09-22,335.48,21.7,71.9
5033,Pauri,2025-09-22,216.14,12.1,68.6
5034,Joshimath,2025-09-22,10.44,25.6,84.2
5035,Itanagar,2025-09-22,118.95,18.1,43.9
5036,Shimla,2025-09-23,106.18,21.6,35.5
5037,Manali,2025-09-23,20.24,22.7,87.7
5038,Dehradun,2025-09-23,101.57,23.8,74.4
5039,Nainital,2025-09-23,142.05,19.3,55.7
5040,Leh,2025-09-23,103.27,12.2,36.7
5041,Gangtok,2025-09-23,16.96,22.7,97.3
5042,Darjeeling,2025-09-23,39.12,14.8,60.5
5043,Munnar,2025-09-23,290.31,21.3,90.3
5044,Kedarnath,2025-09-23,142.23,10.7,45.4
5045,Kargil,2025-09-23,184.65,12.0,78.8
5046,Mussoorie,2025-09-23,130.2,15.0,53.9
5047,Tawang,2025-09-23,275.18,20.7,79.0
5048,Cherrapunji,2025-09-23,245.84,30.7,93.8
5049,Pithoragarh,2025-09-23,349.89,26.2,52.7
5050,Srinagar,2025-09-23,85.57,23.4,39.0
5051,Aizawl,2025-09-23,172.49,8.0,45.9
5052,Pauri,2025-09-23,275.48,27.1,48.5
5053,Joshimath,2025-09-23,337.02,13.6,55.5
5054,Itanagar,2025-09-23,340.16,9.5,91.0
5055,Shimla,2025-09-24,196.4,15.7,88.6
5056,Manali,2025-09-24,84.54,31.6,51.3
5057,Dehradun,2025-09-24,122.54,9.1,65.2
5058,Nainital,2025-09-24,16.3,25.5,46.6
5059,Leh,2025-09-24,172.74,17.2,55.8
5060,Gangtok,2025-09-24,93.96,17.2,77.3
5061,Darjeeling,2025-09-24,108.4,12.4,68.4
5062,Munnar,2025-09-24,233.15,11.2,56.0
5063,Kedarnath,2025-09-24,177.49,25.7,77.6
5064,Kargil,2025-09-24,77.9,27.5,57.2
5065,Mussoorie,2025-09-24,309.84,14.3,69.1
5066,Tawang,2025-09-24,217.16,21.1,44.6
5067,Cherrapunji,2025-09-24,253.03,5.8,97.3
5068,Pithoragarh,2025-09-24,140.4,8.6,41.2
5069,Srinagar,2025-09-24,229.31,5.4,73.0
5070,Aizawl,2025-09-24,154.72,24.5,52.5
5071,Pauri,2025-09-24,244.7,15.1,57.2
5072,Joshimath,2025-09-24,279.71,31.7,90.7
5073,Itanagar,2025-09-24,15.83,26.7,80.3
5074,Shimla,2025-09-25,241.64,27.4,96.8
5075,Manali,2025-09-25,18.42,28.4,40.7
5076,Dehradun,2025-09-25,35.35,15.1,47.8
5077,Nainital,2025-09-25,224.4,23.6,59.0
5078,Leh,2025-09-25,176.82,5.9,63.2
5079,Gangtok,2025-09-25,274.94,15.3,42.9
5080,Darjeeling,2025-09-25,259.83,25.9,64.4
5081,Munnar,2025-09-25,233.08,22.6,77.2
5082,Kedarnath,2025-09-25,60.71,25.6,66.5
5083,Kargil,2025-09-25,256.35,9.6,44.4
5084,Mussoorie,2025-09-25,314.17,28.3,77.0
5085,Tawang,2025-09-25,249.38,21.6,51.9
5086,Cherrapunji,2025-09-25,214.14,30.3,74.8
5087,Pithoragarh,2025-09-25,14.53,16.3,49.8
5088,Srinagar,2025-09-25,160.09,6.6,42.9
5089,Aizawl,2025-09-25,38.14,24.9,76.9
5090,Pauri,2025-09-25,46.39,13.0,95.7
5091,Joshimath,2025-09-25,107.76,9.9,56.1
5092,Itanagar,2025-09-25,59.16,24.5,49.0
5093,Shimla,2025-09-26,38.62,8.4,76.3
5094,Manali,2025-09-26,317.11,29.4,48.3
5095,Dehradun,2025-09-26,312.88,26.4,36.5
5096,Nainital,2025-09-26,183.3,5.7,43.0
5097,Leh,2025-09-26,344.85,30.1,74.7
5098,Gangtok,2025-09-26,335.84,21.4,86.8
5099,Darjeeling,2025-09-26,229.64,18.8,73.0
5100,Munnar,2025-09-26,301.62,14.3,43.0
5101,Kedarnath,2025-09-26,52.42,8.2,39.0
5102,Kargil,2025-09-26,67.96,8.9,53.7
5103,Mussoorie,2025-09-26,145.52,9.6,86.9
5104,Tawang,2025-09-26,274.99,16.5,70.9
5105,Cherrapunji,2025-09-26,117.99,14.9,48.0
5106,Pithoragarh,2025-09-26,233.07,25.4,72.3
5107,Srinagar,2025-09-26,163.72,10.7,70.2
5108,Aizawl,2025-09-26,300.92,15.9,44.9
5109,Pauri,2025-09-26,68.81,31.2,58.6
5110,Joshimath,2025-09-26,128.98,15.3,47.3
5111,Itanagar,2025-09-26,82.26,25.5,94.1
5112,Shimla,2025-09-27,87.72,30.7,65.6
5113,Manali,2025-09-27,267.29,19.5,57.4
5114,Dehradun,2025-09-27,200.1,13.7,93.8
5115,Nainital,2025-09-27,113.49,21.0,43.8
5116,Leh,2025-09-27,267.55,17.5,46.3
5117,Gangtok,2025-09-27,225.89,22.6,39.0
5118,Darjeeling,2025-09-27,110.54,20.8,50.6
5119,Munnar,2025-09-27,255.55,31.1,53.6
5120,Kedarnath,2025-09-27,226.92,32.0,87.8
5121,Kargil,2025-09-27,170.46,27.4,36.1
5122,Mussoorie,2025-09-27,67.22,12.7,81.8
5123,Tawang,2025-09-27,175.01,17.4,75.2
5124,Cherrapunji,2025-09-27,296.63,22.4,71.9
5125,Pithoragarh,2025-09-27,172.44,15.5,95.9
5126,Srinagar,2025-09-27,323.09,23.3,41.1
5127,Aizawl,2025-09-27,111.79,17.4,41.0
5128,Pauri,2025-09-27,294.89,21.3,39.7
5129,Joshimath,2025-09-27,204.4,9.4,46.7
5130,Itanagar,2025-09-27,66.39,6.7,77.2
5131,Shimla,2025-09-28,176.33,18.6,56.7
5132,Manali,2025-09-28,295.9,24.0,93.8
5133,Dehradun,2025-09-28,43.24,18.2,89.0
5134,Nainital,2025-09-28,162.23,6.3,70.1
5135,Leh,2025-09-28,275.42,10.5,43.1
5136,Gangtok,2025-09-28,186.36,13.1,37.4
5137,Darjeeling,2025-09-28,315.44,20.3,80.3
5138,Munnar,2025-09-28,39.29,6.0,86.4
5139,Kedarnath,2025-09-28,50.03,14.5,65.4
5140,Kargil,2025-09-28,127.61,14.8,46.6
5141,Mussoorie,2025-09-28,144.4,26.5,70.1
5142,Tawang,2025-09-28,300.13,16.7,44.0
5143,Cherrapunji,2025-09-28,103.93,17.1,54.5
5144,Pithoragarh,2025-09-28,282.72,13.7,83.2
5145,Srinagar,2025-09-28,286.64,12.4,94.0
5146,Aizawl,2025-09-28,73.25,11.6,76.1
5147,Pauri,2025-09-28,224.73,29.0,65.4
5148,Joshimath,2025-09-28,155.76,12.3,63.0
5149,Itanagar,2025-09-28,303.58,27.5,46.7
5150,Shimla,2025-09-29,112.26,17.6,39.0
5151,Manali,2025-09-29,86.51,13.3,97.4
5152,Dehradun,2025-09-29,183.69,8.4,93.0
5153,Nainital,2025-09-29,320.12,11.2,57.9
5154,Leh,2025-09-29,339.08,22.1,74.4
5155,Gangtok,2025-09-29,327.05,21.1,43.9
5156,Darjeeling,2025-09-29,139.53,5.5,91.9
5157,Munnar,2025-09-29,331.86,17.1,53.1
5158,Kedarnath,2025-09-29,117.09,28.2,62.8
5159,Kargil,2025-09-29,6.5,22.3,75.1
5160,Mussoorie,2025-09-29,122.92,31.1,87.0
5161,Tawang,2025-09-29,326.04,25.2,70.7
5162,Cherrapunji,2025-09-29,69.4,26.7,49.1
